_id,Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
24503,2023-07-26T11:00,1.927,2.845,5.852,10.526,146.74,21.690
24504,2023-07-26T11:30,1.887,3.403,5.641,10.000,136.63,21.690
24505,2023-07-26T12:00,1.884,3.618,5.391,10.526,140.67,21.690
24506,2023-07-26T12:30,1.879,2.759,5.750,6.061,146.47,21.690
24507,2023-07-26T13:00,1.997,2.986,5.718,10.000,146.65,21.740
24508,2023-07-26T13:30,1.777,3.201,5.144,10.526,136.98,21.740
24509,2023-07-26T14:00,1.870,3.792,5.487,10.000,146.82,21.780
24510,2023-07-26T14:30,1.923,3.134,5.256,6.667,146.65,21.780
24511,2023-07-26T15:00,1.729,2.968,5.296,5.882,123.44,21.780
24512,2023-07-26T15:30,1.873,3.355,5.649,9.524,139.35,21.780
24513,2023-07-26T16:00,1.803,3.287,5.508,6.452,119.84,21.780
24514,2023-07-26T16:30,1.837,3.379,5.457,6.250,133.81,21.780
24515,2023-07-26T17:00,1.874,3.266,5.668,10.526,119.31,21.740
24516,2023-07-26T17:30,1.827,3.256,5.375,6.250,111.22,21.740
24517,2023-07-26T18:00,1.859,2.912,5.460,7.407,116.93,21.740
24518,2023-07-26T18:30,1.979,3.156,5.409,6.250,119.13,21.690
24519,2023-07-26T19:00,1.925,3.390,5.526,6.897,144.98,21.740
24520,2023-07-26T19:30,1.819,2.910,5.663,9.524,144.54,21.690
24521,2023-07-26T20:00,1.798,2.784,5.799,6.897,123.18,21.740
24522,2023-07-26T20:30,1.786,2.793,5.488,6.897,137.15,21.690
24523,2023-07-26T21:00,1.951,3.213,5.657,10.000,141.73,21.690
24524,2023-07-26T21:30,1.903,3.430,5.565,6.452,138.12,21.690
24525,2023-07-26T22:00,1.851,3.176,5.757,10.000,143.22,21.690
24526,2023-07-26T22:30,1.788,3.133,5.784,10.000,148.67,21.690
24527,2023-07-26T23:00,1.790,3.716,5.727,6.667,147.79,21.690
24528,2023-07-26T23:30,1.704,2.863,5.774,7.407,131.88,21.690
24529,2023-07-27T00:00,1.798,3.187,6.004,9.524,147.26,21.690
24530,2023-07-27T00:30,1.593,2.791,5.703,7.143,134.69,21.690
24531,2023-07-27T01:00,1.660,2.559,5.630,6.667,133.29,21.690
24532,2023-07-27T01:30,1.577,2.611,5.430,6.897,119.57,21.690
24533,2023-07-27T02:00,1.724,3.095,5.569,7.143,119.48,21.690
24534,2023-07-27T02:30,1.718,2.780,5.735,6.667,122.03,21.690
24535,2023-07-27T03:00,1.714,2.546,5.854,9.091,147.35,21.690
24536,2023-07-27T03:30,1.577,2.811,5.654,10.000,144.80,21.690
24537,2023-07-27T04:00,1.663,2.552,5.754,9.524,146.91,21.650
24538,2023-07-27T04:30,1.607,2.456,5.740,9.524,118.34,21.610
24539,2023-07-27T05:00,1.642,2.640,6.126,9.091,143.22,21.610
24540,2023-07-27T05:30,1.670,2.813,5.752,8.696,134.08,21.610
24541,2023-07-27T06:00,1.715,2.939,5.765,9.524,138.30,21.610
24542,2023-07-27T06:30,1.680,2.927,5.779,9.524,142.16,21.610
24543,2023-07-27T07:00,1.586,2.409,5.684,6.452,124.58,21.560
24544,2023-07-27T07:30,1.657,2.480,5.440,6.897,121.24,21.520
24545,2023-07-27T08:00,1.581,2.634,5.643,8.696,130.38,21.560
24546,2023-07-27T08:30,1.649,2.849,5.673,8.696,138.82,21.610
24547,2023-07-27T09:00,1.677,3.091,5.884,7.692,110.16,21.610
24548,2023-07-27T09:30,1.681,2.650,5.899,6.250,142.78,21.610
24549,2023-07-27T10:00,1.706,2.639,5.672,6.897,107.35,21.650
24550,2023-07-27T10:30,1.775,3.270,5.898,7.692,128.19,21.650
24551,2023-07-27T11:00,1.663,2.611,5.623,9.524,104.19,21.650
24552,2023-07-27T11:30,1.568,2.502,5.980,7.692,136.27,21.650
24553,2023-07-27T12:00,1.620,2.393,6.137,13.333,153.15,21.690
24554,2023-07-27T12:30,1.643,2.827,6.065,9.524,158.69,21.690
24555,2023-07-27T13:00,1.668,2.675,5.963,12.500,156.32,21.690
24556,2023-07-27T13:30,1.706,2.538,5.930,14.286,152.54,21.690
24557,2023-07-27T14:00,1.633,2.727,6.006,12.500,156.85,21.690
24558,2023-07-27T14:30,1.584,2.876,5.380,13.333,149.37,21.610
24559,2023-07-27T15:00,1.734,2.961,5.897,13.333,149.11,21.650
24560,2023-07-27T15:30,1.694,3.116,6.031,12.500,151.31,21.690
24561,2023-07-27T16:00,1.698,2.844,5.774,12.500,148.23,21.690
24562,2023-07-27T16:30,1.683,2.828,6.186,11.111,147.70,21.690
24563,2023-07-27T17:00,1.591,2.603,6.030,10.526,100.23,21.690
24564,2023-07-27T17:30,1.465,2.427,5.877,11.765,153.15,21.690
24565,2023-07-27T18:00,1.724,2.787,6.013,11.765,145.33,21.690
24566,2023-07-27T18:30,1.607,2.537,6.066,11.111,152.71,21.650
24567,2023-07-27T19:00,1.678,2.816,6.201,13.333,152.19,21.690
24568,2023-07-27T19:30,1.683,2.518,6.112,12.500,145.24,21.690
24569,2023-07-27T20:00,1.663,2.366,5.917,11.111,148.05,21.650
24570,2023-07-27T20:30,1.612,2.400,5.949,9.091,144.80,21.610
24571,2023-07-27T21:00,1.787,2.980,6.142,11.111,135.92,21.610
24572,2023-07-27T21:30,1.673,2.707,5.902,11.765,135.84,21.610
24573,2023-07-27T22:00,1.699,3.039,6.003,10.526,130.12,21.830
24574,2023-07-27T22:30,1.733,3.156,6.077,10.526,143.84,21.830
24575,2023-07-27T23:00,1.807,3.038,6.293,10.000,147.35,21.870
24576,2023-07-27T23:30,1.724,2.832,6.607,11.765,149.90,21.870
24577,2023-07-28T00:00,1.796,2.733,6.832,9.524,141.99,21.830
24578,2023-07-28T00:30,1.780,2.810,6.756,11.765,126.34,21.830
24579,2023-07-28T01:00,1.758,3.068,6.749,10.000,147.53,21.830
24580,2023-07-28T01:30,1.738,2.758,7.070,9.091,117.73,21.830
24581,2023-07-28T02:00,1.738,3.126,6.831,10.000,132.49,21.830
24582,2023-07-28T02:30,1.772,2.689,7.209,12.500,125.64,21.920
24583,2023-07-28T03:00,1.723,3.448,6.579,9.524,144.36,21.960
24584,2023-07-28T03:30,1.716,3.004,6.626,11.111,143.22,21.960
24585,2023-07-28T04:00,1.793,3.224,6.690,11.111,142.43,21.960
24586,2023-07-28T04:30,1.764,2.825,6.843,11.765,141.73,21.960
24587,2023-07-28T05:00,1.792,3.332,7.036,8.333,126.78,21.960
24588,2023-07-28T05:30,1.602,3.033,7.137,11.765,145.59,21.960
24589,2023-07-28T06:00,1.714,2.642,7.178,11.765,145.77,21.960
24590,2023-07-28T06:30,1.677,3.106,6.948,9.091,136.45,22.010
24591,2023-07-28T07:00,1.668,3.185,6.962,8.696,126.43,22.050
24592,2023-07-28T07:30,1.595,2.903,6.605,11.111,131.09,22.050
24593,2023-07-28T08:00,1.660,3.319,7.296,10.000,112.54,21.960
24594,2023-07-28T08:30,1.636,2.687,7.361,11.111,124.85,21.920
24595,2023-07-28T09:00,1.516,2.517,6.888,9.091,124.85,21.920
24596,2023-07-28T09:30,1.538,2.454,6.619,10.526,120.98,21.920
24597,2023-07-28T10:00,1.649,3.323,7.302,9.524,127.22,21.870
24598,2023-07-28T10:30,1.529,2.626,7.120,10.000,133.02,21.920
24599,2023-07-28T11:00,1.506,2.290,7.312,9.091,123.62,21.920
24600,2023-07-28T11:30,1.510,2.338,7.720,11.111,136.10,21.960
24601,2023-07-28T12:00,1.477,2.221,7.290,9.091,115.53,22.100
24602,2023-07-28T12:30,1.339,2.254,6.930,9.524,123.53,22.270
24603,2023-07-28T13:00,1.440,2.571,7.214,10.000,128.98,22.180
24604,2023-07-28T13:30,1.366,2.074,7.485,10.526,143.13,22.100
24605,2023-07-28T14:00,1.469,2.240,7.609,11.765,137.33,22.100
24606,2023-07-28T14:30,1.456,2.397,7.724,10.526,134.25,22.050
24607,2023-07-28T15:00,1.397,2.233,7.694,11.765,136.54,22.100
24608,2023-07-28T15:30,1.511,2.727,7.222,10.526,135.84,22.100
24609,2023-07-28T16:00,1.273,2.326,6.377,11.111,133.29,22.140
24610,2023-07-28T16:30,1.482,2.386,6.339,9.524,121.42,22.100
24611,2023-07-28T17:00,1.446,2.624,6.440,10.000,139.44,22.100
24612,2023-07-28T17:30,1.527,2.593,6.440,11.765,138.30,22.140
24613,2023-07-28T18:00,1.362,2.429,6.297,11.765,131.00,22.180
24614,2023-07-28T18:30,1.390,2.475,6.145,11.765,138.82,22.230
24615,2023-07-28T19:00,1.355,2.330,6.449,10.000,145.51,22.360
24616,2023-07-28T19:30,1.405,2.283,6.051,11.765,143.40,22.360
24617,2023-07-28T20:00,1.374,2.188,6.276,10.000,133.29,22.410
24618,2023-07-28T20:30,1.430,3.057,6.255,8.696,125.46,22.410
24619,2023-07-28T21:00,1.388,2.293,5.954,9.524,141.20,22.410
24620,2023-07-28T21:30,1.457,2.323,6.140,10.526,142.60,22.450
24621,2023-07-28T22:00,1.402,2.313,6.283,11.111,147.88,22.450
24622,2023-07-28T22:30,1.324,1.987,6.200,9.524,151.48,22.450
24623,2023-07-28T23:00,1.359,2.316,6.528,11.111,132.23,22.450
24624,2023-07-28T23:30,1.290,2.261,6.546,10.526,143.13,22.360
24625,2023-07-29T00:00,1.332,2.455,6.994,10.526,143.04,22.230
24626,2023-07-29T00:30,1.303,2.087,6.503,14.286,128.19,22.050
24627,2023-07-29T01:00,1.225,1.962,6.397,10.000,126.52,21.960
24628,2023-07-29T01:30,1.328,2.227,7.176,9.524,138.38,21.920
24629,2023-07-29T02:00,1.225,2.354,6.809,11.111,125.20,21.780
24630,2023-07-29T02:30,1.316,2.031,6.818,15.385,118.08,21.780
24631,2023-07-29T03:00,1.306,1.994,6.444,14.286,153.24,21.740
24632,2023-07-29T03:30,1.232,2.260,6.240,15.385,137.33,21.690
24633,2023-07-29T04:00,1.185,1.892,6.238,10.526,124.14,21.690
24634,2023-07-29T04:30,1.283,2.129,6.763,10.526,133.11,21.610
24635,2023-07-29T05:00,1.212,1.761,6.596,12.500,142.25,21.610
24636,2023-07-29T05:30,1.179,2.119,6.586,14.286,144.27,21.650
24637,2023-07-29T06:00,1.257,2.066,7.122,11.111,134.34,21.690
24638,2023-07-29T06:30,1.192,2.465,6.294,14.286,142.52,21.780
24639,2023-07-29T07:00,1.338,2.247,6.823,14.286,144.19,21.690
24640,2023-07-29T07:30,1.238,2.069,6.583,13.333,138.65,21.780
24641,2023-07-29T08:00,1.238,2.435,6.784,13.333,142.34,21.740
24642,2023-07-29T08:30,1.258,1.927,6.940,12.500,148.58,21.470
24643,2023-07-29T09:00,1.238,2.214,6.881,13.333,144.36,21.610
24644,2023-07-29T09:30,1.150,1.853,6.983,11.765,135.04,21.690
24645,2023-07-29T10:00,1.151,1.890,6.969,14.286,147.97,21.740
24646,2023-07-29T10:30,1.185,1.874,7.024,11.765,144.80,21.740
24647,2023-07-29T11:00,1.150,1.727,6.596,12.500,141.64,21.690
24648,2023-07-29T11:30,1.190,1.817,7.099,11.765,134.43,21.740
24649,2023-07-29T12:00,1.098,1.905,6.654,11.765,145.07,21.830
24650,2023-07-29T12:30,1.070,1.694,6.674,13.333,137.51,21.960
24651,2023-07-29T13:00,1.172,2.122,7.423,11.111,147.00,21.960
24652,2023-07-29T13:30,1.179,1.753,7.622,15.385,130.91,22.100
24653,2023-07-29T14:00,1.195,2.052,7.845,13.333,142.78,22.010
24654,2023-07-29T14:30,1.136,2.061,7.809,13.333,154.74,21.690
24655,2023-07-29T15:00,1.053,1.894,7.301,13.333,148.58,21.920
24656,2023-07-29T15:30,1.068,1.778,7.284,13.333,144.80,21.780
24657,2023-07-29T16:00,1.077,1.565,7.794,14.286,141.64,21.780
24658,2023-07-29T16:30,1.152,2.037,7.589,13.333,148.14,21.740
24659,2023-07-29T17:00,1.165,2.249,7.146,13.333,147.18,21.560
24660,2023-07-29T17:30,1.208,2.119,7.320,13.333,147.62,21.520
24661,2023-07-29T18:00,1.040,2.250,6.271,11.765,128.80,21.690
24662,2023-07-29T18:30,1.120,2.012,6.871,13.333,152.36,21.690
24663,2023-07-29T19:00,1.116,2.010,6.877,11.111,139.09,21.740
24664,2023-07-29T19:30,1.121,1.856,6.765,13.333,148.93,21.650
24665,2023-07-29T20:00,1.023,1.955,6.290,12.500,152.19,21.690
24666,2023-07-29T20:30,1.046,1.738,6.671,13.333,135.92,21.610
24667,2023-07-29T21:00,1.234,1.986,7.420,12.500,151.75,21.610
24668,2023-07-29T21:30,1.145,2.205,6.751,11.765,141.37,21.780
24669,2023-07-29T22:00,1.144,2.073,6.766,12.500,151.84,21.610
24670,2023-07-29T22:30,1.062,1.826,6.320,11.111,147.53,21.610
24671,2023-07-29T23:00,1.116,1.829,6.306,11.765,157.02,21.520
24672,2023-07-29T23:30,1.135,1.825,6.620,11.765,148.23,21.780
24673,2023-07-30T00:00,1.148,1.874,6.745,10.526,153.42,21.830
24674,2023-07-30T00:30,1.019,1.632,6.384,10.526,145.07,22.010
24675,2023-07-30T01:00,1.060,2.017,6.338,13.333,146.47,22.180
24676,2023-07-30T01:30,1.018,1.724,6.238,13.333,142.87,22.100
24677,2023-07-30T02:00,1.129,1.803,7.013,12.500,148.58,22.360
24678,2023-07-30T02:30,1.126,2.265,7.028,12.500,148.85,22.360
24679,2023-07-30T03:00,1.121,1.773,6.873,13.333,145.07,22.360
24680,2023-07-30T03:30,1.054,1.744,7.155,12.500,139.62,22.500
24681,2023-07-30T04:00,1.039,1.962,6.748,12.500,132.41,22.540
24682,2023-07-30T04:30,0.993,1.845,6.439,13.333,124.67,22.450
24683,2023-07-30T05:00,1.062,1.631,6.705,11.765,134.87,22.410
24684,2023-07-30T05:30,1.103,1.675,6.832,13.333,133.81,22.360
24685,2023-07-30T06:00,1.049,1.887,6.552,11.765,141.55,22.270
24686,2023-07-30T06:30,1.144,1.774,6.800,11.111,132.41,22.230
24687,2023-07-30T07:00,0.947,1.811,5.797,12.500,129.94,22.230
24688,2023-07-30T07:30,1.095,1.756,6.726,12.500,132.93,22.180
24689,2023-07-30T08:00,1.023,1.624,6.799,11.765,140.49,22.180
24690,2023-07-30T08:30,1.080,1.652,7.435,12.500,136.63,22.180
24691,2023-07-30T09:00,1.031,1.702,7.107,11.765,138.12,22.180
24692,2023-07-30T09:30,0.984,1.893,7.139,11.765,137.59,22.230
24693,2023-07-30T10:00,1.037,1.619,7.188,11.765,135.92,22.230
24694,2023-07-30T10:30,1.009,1.609,7.505,12.500,123.35,22.230
24695,2023-07-30T11:00,1.011,1.564,7.597,11.765,136.63,22.360
24696,2023-07-30T11:30,0.989,1.485,7.323,11.765,123.00,22.450
24697,2023-07-30T12:00,1.047,1.517,8.018,12.500,132.23,22.540
24698,2023-07-30T12:30,0.957,1.658,7.394,11.111,150.43,22.630
24699,2023-07-30T13:00,0.985,1.740,7.247,11.111,138.56,22.590
24700,2023-07-30T13:30,1.022,1.554,7.164,11.765,137.07,22.540
24701,2023-07-30T14:00,0.909,1.363,7.514,12.500,134.16,22.540
24702,2023-07-30T14:30,0.913,1.885,7.618,11.765,141.46,22.450
24703,2023-07-30T15:00,0.968,1.346,8.111,11.111,129.86,22.410
24704,2023-07-30T15:30,0.882,1.441,7.779,14.286,118.52,22.450
24705,2023-07-30T16:00,0.903,1.538,7.767,12.500,132.49,22.360
24706,2023-07-30T16:30,0.915,1.618,6.873,11.111,135.75,22.320
24707,2023-07-30T17:00,0.836,1.506,5.593,11.765,151.31,22.230
24708,2023-07-30T17:30,0.921,1.589,5.854,11.111,146.30,22.180
24709,2023-07-30T18:00,0.858,1.302,5.230,11.765,159.48,22.100
24710,2023-07-30T18:30,0.948,1.519,5.932,14.286,132.41,22.050
24711,2023-07-30T19:00,0.890,1.433,5.534,11.111,136.10,22.050
24712,2023-07-30T19:30,0.964,1.632,5.606,11.111,136.36,22.050
24713,2023-07-30T20:00,0.904,1.525,5.299,12.500,126.87,22.010
24714,2023-07-30T20:30,0.931,1.589,5.127,12.500,132.32,22.010
24715,2023-07-30T21:00,0.926,1.676,5.411,14.286,136.71,21.960
24716,2023-07-30T21:30,0.944,1.631,5.117,14.286,125.02,22.180
24717,2023-07-30T22:00,0.935,1.764,4.766,11.765,135.57,22.180
24718,2023-07-30T22:30,0.904,1.932,4.874,13.333,136.63,22.180
24719,2023-07-30T23:00,0.924,1.625,4.862,11.111,143.92,22.140
24720,2023-07-30T23:30,0.919,1.647,4.716,10.526,142.52,22.050
24721,2023-07-31T00:00,0.870,1.573,4.431,14.286,133.73,21.960
24722,2023-07-31T00:30,0.885,1.666,4.345,11.765,146.91,21.870
24723,2023-07-31T01:00,0.873,1.505,4.617,13.333,141.11,21.960
24724,2023-07-31T01:30,0.927,1.550,4.895,12.500,135.40,21.960
24725,2023-07-31T02:00,0.879,1.580,4.940,10.526,130.47,21.960
24726,2023-07-31T02:30,0.851,1.562,4.840,13.333,133.37,22.010
24727,2023-07-31T03:00,0.861,1.439,4.657,14.286,127.22,22.010
24728,2023-07-31T03:30,0.842,1.504,4.550,12.500,120.10,21.960
24729,2023-07-31T04:00,0.862,1.658,5.077,14.286,123.53,21.920
24730,2023-07-31T04:30,0.776,1.400,5.328,13.333,124.93,21.960
24731,2023-07-31T05:00,0.795,1.402,5.056,14.286,122.03,21.920
24732,2023-07-31T05:30,0.823,1.504,5.133,10.526,147.09,21.870
24733,2023-07-31T06:00,0.829,1.467,5.167,14.286,125.73,21.870
24734,2023-07-31T06:30,0.780,1.410,4.729,13.333,123.26,21.870
24735,2023-07-31T07:00,0.827,1.288,4.948,13.333,122.38,21.870
24736,2023-07-31T07:30,0.756,1.437,4.518,13.333,126.78,21.870
24737,2023-07-31T08:00,0.827,1.503,4.926,13.333,115.79,21.830
24738,2023-07-31T08:30,0.820,1.331,5.143,14.286,126.34,21.780
24739,2023-07-31T09:00,0.797,1.464,5.189,14.286,124.05,21.740
24740,2023-07-31T09:30,0.850,1.614,5.471,11.111,128.89,21.690
24741,2023-07-31T10:00,0.831,1.456,5.600,14.286,131.09,21.740
24742,2023-07-31T10:30,0.848,1.386,5.839,13.333,114.56,21.690
24743,2023-07-31T11:00,0.782,1.421,5.541,11.111,93.20,21.690
24744,2023-07-31T11:30,0.772,1.410,5.745,13.333,123.35,21.740
24745,2023-07-31T12:00,0.847,1.380,6.558,13.333,118.43,21.690
24746,2023-07-31T12:30,0.811,1.198,6.331,13.333,132.05,21.740
24747,2023-07-31T13:00,0.757,1.229,6.258,13.333,131.70,21.740
24748,2023-07-31T13:30,0.780,1.285,6.689,12.500,135.40,21.870
24749,2023-07-31T14:00,0.761,1.274,6.558,13.333,122.12,21.870
24750,2023-07-31T14:30,0.767,1.180,6.463,13.333,131.26,21.920
24751,2023-07-31T15:00,0.726,1.134,6.096,14.286,113.51,21.960
24752,2023-07-31T15:30,0.663,1.235,5.355,13.333,127.13,21.960
24753,2023-07-31T16:00,0.740,1.391,6.181,13.333,124.14,21.960
24754,2023-07-31T16:30,0.765,1.257,5.943,13.333,122.56,21.920
24755,2023-07-31T17:00,0.768,1.393,6.018,13.333,115.00,21.830
24756,2023-07-31T17:30,0.757,1.432,5.494,12.500,108.41,21.740
24757,2023-07-31T18:00,0.734,1.137,5.388,13.333,121.77,21.690
24758,2023-07-31T18:30,0.765,1.199,5.741,13.333,131.53,21.690
24759,2023-07-31T19:00,0.736,1.371,5.276,13.333,122.21,21.690
24760,2023-07-31T19:30,0.761,1.408,5.528,13.333,122.30,21.610
24761,2023-07-31T20:00,0.746,1.283,5.277,13.333,127.40,21.560
24762,2023-07-31T20:30,0.726,1.197,5.438,13.333,115.70,21.520
24763,2023-07-31T21:00,0.785,1.669,5.996,12.500,125.02,21.520
24764,2023-07-31T21:30,0.800,1.340,6.058,13.333,124.85,21.520
24765,2023-07-31T22:00,0.760,1.594,6.318,13.333,112.98,21.470
24766,2023-07-31T22:30,0.721,1.106,6.602,11.765,124.23,21.560
24767,2023-07-31T23:00,0.736,1.443,6.925,13.333,125.99,21.690
24768,2023-07-31T23:30,0.732,1.263,6.939,12.500,115.26,21.780
24769,2023-08-01T00:00,0.745,1.216,6.566,12.500,123.62,21.780
24770,2023-08-01T00:30,0.665,1.070,6.282,10.000,131.88,21.780
24771,2023-08-01T01:00,0.662,1.209,6.639,11.111,116.85,21.780
24772,2023-08-01T01:30,0.712,1.484,7.039,13.333,107.97,21.780
24773,2023-08-01T02:00,0.760,1.227,7.073,12.500,123.62,21.780
24774,2023-08-01T02:30,0.738,1.249,7.048,12.500,123.26,21.780
24775,2023-08-01T03:00,0.691,1.276,6.599,13.333,112.54,21.740
24776,2023-08-01T03:30,0.701,1.342,6.024,13.333,115.70,21.780
24777,2023-08-01T04:00,0.678,1.467,6.262,13.333,121.94,21.740
24778,2023-08-01T04:30,0.691,1.117,5.800,12.500,117.64,21.740
24779,2023-08-01T05:00,0.703,1.239,5.971,13.333,103.22,21.690
24780,2023-08-01T05:30,0.696,1.307,5.411,13.333,113.42,21.690
24781,2023-08-01T06:00,0.752,1.261,5.168,13.333,117.37,21.650
24782,2023-08-01T06:30,0.759,1.236,5.556,12.500,97.07,21.690
24783,2023-08-01T07:00,0.745,1.430,4.957,11.765,119.04,21.690
24784,2023-08-01T07:30,0.750,1.275,4.904,12.500,105.94,21.650
24785,2023-08-01T08:00,0.786,1.387,4.839,13.333,104.71,21.690
24786,2023-08-01T08:30,0.788,1.346,4.704,12.500,101.55,21.690
24787,2023-08-01T09:00,0.823,1.362,4.847,12.500,105.77,21.690
24788,2023-08-01T09:30,0.794,1.397,4.553,13.333,116.14,21.740
24789,2023-08-01T10:00,0.800,1.551,4.805,11.765,112.19,21.740
24790,2023-08-01T10:30,0.844,1.390,4.917,12.500,106.65,21.780
24791,2023-08-01T11:00,0.839,1.391,4.733,12.500,113.42,21.830
24792,2023-08-01T11:30,0.843,1.473,4.585,12.500,112.80,21.870
24793,2023-08-01T12:00,0.869,1.378,4.701,12.500,101.20,21.920
24794,2023-08-01T12:30,0.885,1.533,4.660,11.765,159.57,21.920
24795,2023-08-01T13:00,0.841,1.567,4.431,11.111,102.16,21.920
24796,2023-08-01T13:30,0.882,1.334,4.878,13.333,102.78,21.920
24797,2023-08-01T14:00,0.835,1.258,4.530,11.111,114.38,21.920
24798,2023-08-01T14:30,0.909,1.454,4.677,11.765,116.05,21.920
24799,2023-08-01T15:00,0.872,1.655,4.611,10.526,122.21,21.920
24800,2023-08-01T15:30,0.875,1.482,4.505,12.500,119.40,21.920
24801,2023-08-01T16:00,0.859,1.376,4.629,13.333,124.93,21.920
24802,2023-08-01T16:30,0.790,1.361,4.640,12.500,108.14,21.920
24803,2023-08-01T17:00,0.806,1.349,4.573,11.765,126.78,21.870
24804,2023-08-01T17:30,0.822,1.340,4.616,12.500,108.41,21.870
24805,2023-08-01T18:00,0.807,1.375,4.757,13.333,118.69,21.870
24806,2023-08-01T18:30,0.827,1.397,4.931,12.500,115.79,21.830
24807,2023-08-01T19:00,0.853,1.454,4.760,11.765,109.29,21.830
24808,2023-08-01T19:30,0.812,1.493,4.653,12.500,98.12,21.870
24809,2023-08-01T20:00,0.886,1.399,4.876,12.500,117.02,21.870
24810,2023-08-01T20:30,0.860,1.965,4.763,11.765,97.24,21.870
24811,2023-08-01T21:00,0.864,1.194,4.961,12.500,119.04,21.870
24812,2023-08-01T21:30,0.822,1.397,4.621,12.500,119.04,21.830
24813,2023-08-01T22:00,0.900,1.428,4.825,7.407,143.31,21.830
24814,2023-08-01T22:30,0.889,1.514,4.728,12.500,116.58,21.780
24815,2023-08-01T23:00,1.011,1.977,5.081,11.765,116.49,21.740
24816,2023-08-01T23:30,1.008,1.785,4.547,11.765,110.16,21.780
24817,2023-08-02T00:00,0.973,1.470,4.592,11.765,118.52,21.780
24818,2023-08-02T00:30,1.061,1.850,4.692,12.500,126.69,21.780
24819,2023-08-02T01:00,1.065,1.780,4.648,12.500,130.82,21.740
24820,2023-08-02T01:30,0.973,1.840,4.609,11.111,114.74,21.740
24821,2023-08-02T02:00,1.089,1.955,4.740,11.765,124.41,21.740
24822,2023-08-02T02:30,1.169,2.288,4.890,4.651,131.53,21.690
24823,2023-08-02T03:00,1.165,1.875,4.928,5.000,138.91,21.650
24824,2023-08-02T03:30,1.183,1.709,4.704,5.000,148.93,21.610
24825,2023-08-02T04:00,1.230,2.666,4.821,5.000,145.24,21.690
24826,2023-08-02T04:30,1.339,2.309,4.835,5.556,145.07,21.690
24827,2023-08-02T05:00,1.505,2.647,4.987,5.405,141.64,21.690
24828,2023-08-02T05:30,1.493,3.452,4.830,5.714,146.82,21.690
24829,2023-08-02T06:00,1.652,2.602,5.221,5.714,152.71,21.690
24830,2023-08-02T06:30,1.751,3.435,5.127,6.061,149.99,21.650
24831,2023-08-02T07:00,1.712,2.670,4.912,5.882,141.29,21.610
24832,2023-08-02T07:30,1.786,2.890,5.088,6.061,149.20,21.610
24833,2023-08-02T08:00,1.764,3.062,5.083,6.250,153.94,21.520
24834,2023-08-02T08:30,1.893,3.216,5.154,6.061,146.91,21.560
24835,2023-08-02T09:00,1.936,3.339,5.134,6.250,152.19,21.560
24836,2023-08-02T09:30,1.920,3.165,4.960,6.250,152.80,21.560
24837,2023-08-02T10:00,1.908,3.332,4.961,6.061,150.60,21.520
24838,2023-08-02T10:30,1.833,3.442,5.111,6.452,149.99,21.470
24839,2023-08-02T11:00,1.782,2.861,5.039,6.667,148.49,21.430
24840,2023-08-02T11:30,1.791,3.565,4.892,6.667,141.11,21.430
24841,2023-08-02T12:00,1.777,3.726,5.068,6.061,138.30,21.430
24842,2023-08-02T12:30,1.956,3.060,5.165,6.250,143.92,21.380
24843,2023-08-02T13:00,1.850,3.429,5.008,5.882,142.96,21.380
24844,2023-08-02T13:30,1.757,3.372,5.030,6.250,141.55,21.380
24845,2023-08-02T14:00,1.688,2.385,4.897,6.061,141.64,21.380
24846,2023-08-02T14:30,1.704,3.000,5.266,6.061,142.52,21.430
24847,2023-08-02T15:00,1.691,3.429,4.856,6.452,123.62,21.380
24848,2023-08-02T15:30,1.758,2.774,4.972,6.452,148.23,21.430
24849,2023-08-02T16:00,1.809,2.824,4.910,6.452,153.68,21.380
24850,2023-08-02T16:30,1.898,3.112,4.979,6.061,135.83,21.380
24851,2023-08-02T17:00,1.978,3.513,5.032,6.061,139.70,21.380
24852,2023-08-02T17:30,1.803,3.439,5.093,6.667,160.89,21.380
24853,2023-08-02T18:00,1.912,3.003,5.445,6.667,154.30,21.340
24854,2023-08-02T18:30,1.832,3.227,5.534,7.407,168.01,21.340
24855,2023-08-02T19:00,2.050,3.730,5.288,7.407,145.77,21.340
24856,2023-08-02T19:30,2.156,3.897,5.517,7.143,165.55,21.340
24857,2023-08-02T20:00,1.967,3.193,5.115,6.897,169.24,21.340
24858,2023-08-02T20:30,2.178,3.568,5.598,7.143,164.32,21.300
24859,2023-08-02T21:00,1.951,3.539,5.460,7.143,163.97,21.300
24860,2023-08-02T21:30,1.972,3.318,5.385,7.407,167.31,21.340
24861,2023-08-02T22:00,1.955,3.481,5.477,7.692,159.31,21.340
24862,2023-08-02T22:30,2.010,3.365,5.835,6.667,144.89,21.340
24863,2023-08-02T23:00,2.061,3.555,5.902,7.407,153.94,21.300
24864,2023-08-02T23:30,2.136,3.403,5.968,6.897,157.20,21.300
24865,2023-08-03T00:00,2.108,3.257,5.738,7.692,163.35,21.340
24866,2023-08-03T00:30,2.227,3.668,6.331,7.407,157.90,21.470
24867,2023-08-03T01:00,2.024,3.363,5.834,13.333,155.62,21.610
24868,2023-08-03T01:30,2.283,3.579,6.089,7.407,166.69,21.610
